Combined_Key	Country_Region	Population
Preble, Ohio, US	US	40882
Putnam, Ohio, US	US	33861
Richland, Ohio, US	US	121154
Ross, Ohio, US	US	76666
Sandusky, Ohio, US	US	58518
Scioto, Ohio, US	US	75314
Seneca, Ohio, US	US	55178
Shelby, Ohio, US	US	48590
Stark, Ohio, US	US	370606
Summit, Ohio, US	US	541013
Trumbull, Ohio, US	US	197974
Tuscarawas, Ohio, US	US	91987
Union, Ohio, US	US	58988
Van Wert, Ohio, US	US	28275
Vinton, Ohio, US	US	13085
Warren, Ohio, US	US	234602
Washington, Ohio, US	US	59911
Wayne, Ohio, US	US	115710
Williams, Ohio, US	US	36692
Wood, Ohio, US	US	130817
Wyandot, Ohio, US	US	21772
Adair, Oklahoma, US	US	22194
Alfalfa, Oklahoma, US	US	5702
Atoka, Oklahoma, US	US	13758
Beaver, Oklahoma, US	US	5311
Beckham, Oklahoma, US	US	21859
Blaine, Oklahoma, US	US	9429
Bryan, Oklahoma, US	US	47995
Caddo, Oklahoma, US	US	28762
Canadian, Oklahoma, US	US	148306
Carter, Oklahoma, US	US	48111
Cherokee, Oklahoma, US	US	48657
Choctaw, Oklahoma, US	US	14672
Cimarron, Oklahoma, US	US	2137
Cleveland, Oklahoma, US	US	284014
Coal, Oklahoma, US	US	5495
Comanche, Oklahoma, US	US	120749
Cotton, Oklahoma, US	US	5666
Craig, Oklahoma, US	US	14142
Creek, Oklahoma, US	US	71522
Custer, Oklahoma, US	US	29003
Delaware, Oklahoma, US	US	43009
Dewey, Oklahoma, US	US	4891
Ellis, Oklahoma, US	US	3859
Garfield, Oklahoma, US	US	61056
Garvin, Oklahoma, US	US	27711
Grady, Oklahoma, US	US	55834
Grant, Oklahoma, US	US	4333
Greer, Oklahoma, US	US	5712
Harmon, Oklahoma, US	US	2653
Harper, Oklahoma, US	US	3688
Haskell, Oklahoma, US	US	12627
Hughes, Oklahoma, US	US	13279
Jackson, Oklahoma, US	US	24530
Jefferson, Oklahoma, US	US	6002
Johnston, Oklahoma, US	US	11085
Kay, Oklahoma, US	US	43538
Kingfisher, Oklahoma, US	US	15765
Kiowa, Oklahoma, US	US	8708
Latimer, Oklahoma, US	US	10073
Le Flore, Oklahoma, US	US	49853
Lincoln, Oklahoma, US	US	34877
Logan, Oklahoma, US	US	48011
Love, Oklahoma, US	US	10253
McClain, Oklahoma, US	US	40474
McCurtain, Oklahoma, US	US	32832
McIntosh, Oklahoma, US	US	19596
Major, Oklahoma, US	US	7629
Marshall, Oklahoma, US	US	16931
Mayes, Oklahoma, US	US	41100
Murray, Oklahoma, US	US	14073
Muskogee, Oklahoma, US	US	67997
Noble, Oklahoma, US	US	11131
Nowata, Oklahoma, US	US	10076
Okfuskee, Oklahoma, US	US	11993
Oklahoma, Oklahoma, US	US	797434
Okmulgee, Oklahoma, US	US	38465
Osage, Oklahoma, US	US	46963
Ottawa, Oklahoma, US	US	31127
Pawnee, Oklahoma, US	US	16376
Payne, Oklahoma, US	US	81784
Pittsburg, Oklahoma, US	US	43654
Pontotoc, Oklahoma, US	US	38284
Pottawatomie, Oklahoma, US	US	72592
Pushmataha, Oklahoma, US	US	11096
Roger Mills, Oklahoma, US	US	3583
Rogers, Oklahoma, US	US	92459
Seminole, Oklahoma, US	US	24258
Sequoyah, Oklahoma, US	US	41569
Stephens, Oklahoma, US	US	43143
Texas, Oklahoma, US	US	19983
Tillman, Oklahoma, US	US	7250
Tulsa, Oklahoma, US	US	651552
Wagoner, Oklahoma, US	US	81289
Washington, Oklahoma, US	US	51527
Washita, Oklahoma, US	US	10916
Woods, Oklahoma, US	US	8793
Woodward, Oklahoma, US	US	20211
Baker, Oregon, US	US	16124
Benton, Oregon, US	US	93053
Clackamas, Oregon, US	US	418187
Clatsop, Oregon, US	US	40224
Columbia, Oregon, US	US	52354
Coos, Oregon, US	US	64487
Crook, Oregon, US	US	24404
Curry, Oregon, US	US	22925
Deschutes, Oregon, US	US	197692
Douglas, Oregon, US	US	110980
Gilliam, Oregon, US	US	1912
Grant, Oregon, US	US	7199
Harney, Oregon, US	US	7393
Hood River, Oregon, US	US	23382
Jackson, Oregon, US	US	220944
Jefferson, Oregon, US	US	24658
Josephine, Oregon, US	US	87487
Klamath, Oregon, US	US	68238
Lake, Oregon, US	US	7869
Lane, Oregon, US	US	382067
Lincoln, Oregon, US	US	49962
Linn, Oregon, US	US	129749
Malheur, Oregon, US	US	30571
Marion, Oregon, US	US	347818
Morrow, Oregon, US	US	11603
Multnomah, Oregon, US	US	812855
Polk, Oregon, US	US	86085
Sherman, Oregon, US	US	1780
Tillamook, Oregon, US	US	27036
Umatilla, Oregon, US	US	77950
Union, Oregon, US	US	26835
Wallowa, Oregon, US	US	7208
Wasco, Oregon, US	US	26682
Washington, Oregon, US	US	601592
Wheeler, Oregon, US	US	1332
Yamhill, Oregon, US	US	107100
Adams, Pennsylvania, US	US	103009
Allegheny, Pennsylvania, US	US	1216045
Armstrong, Pennsylvania, US	US	64735
Beaver, Pennsylvania, US	US	163929
Bedford, Pennsylvania, US	US	47888
Berks, Pennsylvania, US	US	421164
Blair, Pennsylvania, US	US	121829
Bradford, Pennsylvania, US	US	60323
Bucks, Pennsylvania, US	US	628270
Butler, Pennsylvania, US	US	187853
Cambria, Pennsylvania, US	US	130192
Cameron, Pennsylvania, US	US	4447
Carbon, Pennsylvania, US	US	64182
Centre, Pennsylvania, US	US	162385
Chester, Pennsylvania, US	US	524989
Clarion, Pennsylvania, US	US	38438
Clearfield, Pennsylvania, US	US	79255
Clinton, Pennsylvania, US	US	38632
Columbia, Pennsylvania, US	US	64964
Crawford, Pennsylvania, US	US	84629
Cumberland, Pennsylvania, US	US	253370
Dauphin, Pennsylvania, US	US	278299
Delaware, Pennsylvania, US	US	566747
Elk, Pennsylvania, US	US	29910
Erie, Pennsylvania, US	US	269728
Fayette, Pennsylvania, US	US	129274
Forest, Pennsylvania, US	US	7247
Franklin, Pennsylvania, US	US	155027
Fulton, Pennsylvania, US	US	14530
Greene, Pennsylvania, US	US	36233
Huntingdon, Pennsylvania, US	US	45144
Indiana, Pennsylvania, US	US	84073
Jefferson, Pennsylvania, US	US	43425
Juniata, Pennsylvania, US	US	24763
Lackawanna, Pennsylvania, US	US	209674
Lancaster, Pennsylvania, US	US	545724
Lawrence, Pennsylvania, US	US	85512
Lebanon, Pennsylvania, US	US	141793
Lehigh, Pennsylvania, US	US	369318
Luzerne, Pennsylvania, US	US	317417
Lycoming, Pennsylvania, US	US	113299
McKean, Pennsylvania, US	US	40625
Mercer, Pennsylvania, US	US	109424
Mifflin, Pennsylvania, US	US	46138
Monroe, Pennsylvania, US	US	170271
Montgomery, Pennsylvania, US	US	830915
Montour, Pennsylvania, US	US	18230
Northampton, Pennsylvania, US	US	305285
Northumberland, Pennsylvania, US	US	90843
Perry, Pennsylvania, US	US	46272
Philadelphia, Pennsylvania, US	US	1584064
Pike, Pennsylvania, US	US	55809
Potter, Pennsylvania, US	US	16526
Schuylkill, Pennsylvania, US	US	141359
Snyder, Pennsylvania, US	US	40372
Somerset, Pennsylvania, US	US	73447
Sullivan, Pennsylvania, US	US	6066
Susquehanna, Pennsylvania, US	US	40328
Tioga, Pennsylvania, US	US	40591
Union, Pennsylvania, US	US	44923
Venango, Pennsylvania, US	US	50668
Warren, Pennsylvania, US	US	39191
Washington, Pennsylvania, US	US	206865
Wayne, Pennsylvania, US	US	51361
Westmoreland, Pennsylvania, US	US	348899
Wyoming, Pennsylvania, US	US	26794
York, Pennsylvania, US	US	449058
Bristol, Rhode Island, US	US	48479
Kent, Rhode Island, US	US	164292
Newport, Rhode Island, US	US	82082
Providence, Rhode Island, US	US	638931
Washington, Rhode Island, US	US	125577
Abbeville, South Carolina, US	US	24527
Aiken, South Carolina, US	US	170872
Allendale, South Carolina, US	US	8688
Anderson, South Carolina, US	US	202558
Bamberg, South Carolina, US	US	14066
Barnwell, South Carolina, US	US	20866
Beaufort, South Carolina, US	US	192122
Berkeley, South Carolina, US	US	227907
Calhoun, South Carolina, US	US	14553
Charleston, South Carolina, US	US	411406
Cherokee, South Carolina, US	US	57300
Chester, South Carolina, US	US	32244
Chesterfield, South Carolina, US	US	45650
Clarendon, South Carolina, US	US	33745
Colleton, South Carolina, US	US	37677
Darlington, South Carolina, US	US	66618
Dillon, South Carolina, US	US	30479
Dorchester, South Carolina, US	US	162809
Edgefield, South Carolina, US	US	27260
Fairfield, South Carolina, US	US	22347
Florence, South Carolina, US	US	138293
Georgetown, South Carolina, US	US	62680
Greenville, South Carolina, US	US	523542
Greenwood, South Carolina, US	US	70811
Hampton, South Carolina, US	US	19222
Horry, South Carolina, US	US	354081
Jasper, South Carolina, US	US	30073
Kershaw, South Carolina, US	US	66551
Lancaster, South Carolina, US	US	98012
Laurens, South Carolina, US	US	67493
Lee, South Carolina, US	US	16828
Lexington, South Carolina, US	US	298750
McCormick, South Carolina, US	US	9463
Marion, South Carolina, US	US	30657
Marlboro, South Carolina, US	US	26118
Newberry, South Carolina, US	US	38440
Oconee, South Carolina, US	US	79546
Orangeburg, South Carolina, US	US	86175
Pickens, South Carolina, US	US	126884
Richland, South Carolina, US	US	415759
Saluda, South Carolina, US	US	20473
Spartanburg, South Carolina, US	US	319785
Sumter, South Carolina, US	US	106721
Union, South Carolina, US	US	27316
Williamsburg, South Carolina, US	US	30368
York, South Carolina, US	US	280979
Aurora, South Dakota, US	US	2751
Beadle, South Dakota, US	US	18453
Bennett, South Dakota, US	US	3365
Bon Homme, South Dakota, US	US	6901
Brookings, South Dakota, US	US	35077
Brown, South Dakota, US	US	38839
Brule, South Dakota, US	US	5297
Buffalo, South Dakota, US	US	1962
Butte, South Dakota, US	US	10429
Campbell, South Dakota, US	US	1376
Charles Mix, South Dakota, US	US	9292
Clark, South Dakota, US	US	3736
Clay, South Dakota, US	US	14070
Codington, South Dakota, US	US	28009
Corson, South Dakota, US	US	4086
Custer, South Dakota, US	US	8972
Davison, South Dakota, US	US	19775
Day, South Dakota, US	US	5424
Deuel, South Dakota, US	US	4351
Dewey, South Dakota, US	US	5892
Douglas, South Dakota, US	US	2921
Edmunds, South Dakota, US	US	3829
Fall River, South Dakota, US	US	6713
Faulk, South Dakota, US	US	2299
Grant, South Dakota, US	US	7052
Gregory, South Dakota, US	US	4185
Haakon, South Dakota, US	US	1899
Hamlin, South Dakota, US	US	6164
Hand, South Dakota, US	US	3191
Hanson, South Dakota, US	US	3453
Harding, South Dakota, US	US	1298
Hughes, South Dakota, US	US	17526
Hutchinson, South Dakota, US	US	7291
Hyde, South Dakota, US	US	1301
Jackson, South Dakota, US	US	3344
Jerauld, South Dakota, US	US	2013
Jones, South Dakota, US	US	903
Kingsbury, South Dakota, US	US	4939
Lake, South Dakota, US	US	12797
Lawrence, South Dakota, US	US	25844
Lincoln, South Dakota, US	US	61128
Lyman, South Dakota, US	US	3781
McCook, South Dakota, US	US	5586
McPherson, South Dakota, US	US	2379
Marshall, South Dakota, US	US	4935
Meade, South Dakota, US	US	28332
Mellette, South Dakota, US	US	2061
Miner, South Dakota, US	US	2216
Minnehaha, South Dakota, US	US	193134
Moody, South Dakota, US	US	6576
Oglala Lakota, South Dakota, US	US	14177
Pennington, South Dakota, US	US	113775
Perkins, South Dakota, US	US	2865
Potter, South Dakota, US	US	2153
Roberts, South Dakota, US	US	10394
Sanborn, South Dakota, US	US	2344
Spink, South Dakota, US	US	6376
Stanley, South Dakota, US	US	3098
Sully, South Dakota, US	US	1391
Todd, South Dakota, US	US	10177
Tripp, South Dakota, US	US	5441
Turner, South Dakota, US	US	8384
Union, South Dakota, US	US	15932
Walworth, South Dakota, US	US	5435
Yankton, South Dakota, US	US	22814
Ziebach, South Dakota, US	US	2756
Anderson, Tennessee, US	US	76978
Bedford, Tennessee, US	US	49713
Benton, Tennessee, US	US	16160
Bledsoe, Tennessee, US	US	15064
Blount, Tennessee, US	US	133088
Bradley, Tennessee, US	US	108110
Campbell, Tennessee, US	US	39842
Cannon, Tennessee, US	US	14678
Carroll, Tennessee, US	US	27767
Carter, Tennessee, US	US	56391
Cheatham, Tennessee, US	US	40667
Chester, Tennessee, US	US	17297
Claiborne, Tennessee, US	US	31959
Clay, Tennessee, US	US	7615
Cocke, Tennessee, US	US	36004
Coffee, Tennessee, US	US	56520
Crockett, Tennessee, US	US	14230
Cumberland, Tennessee, US	US	60520
Davidson, Tennessee, US	US	694144
Decatur, Tennessee, US	US	11663
DeKalb, Tennessee, US	US	20490
Dickson, Tennessee, US	US	53948
Dyer, Tennessee, US	US	37159
Fayette, Tennessee, US	US	41133
Fentress, Tennessee, US	US	18523
Franklin, Tennessee, US	US	42208
Gibson, Tennessee, US	US	49133
Giles, Tennessee, US	US	29464
Grainger, Tennessee, US	US	23320
Greene, Tennessee, US	US	69069
Grundy, Tennessee, US	US	13427
Hamblen, Tennessee, US	US	64934
Hamilton, Tennessee, US	US	367804
Hancock, Tennessee, US	US	6620
Hardeman, Tennessee, US	US	25050
Hardin, Tennessee, US	US	25652
Hawkins, Tennessee, US	US	56786
Haywood, Tennessee, US	US	17304
Henderson, Tennessee, US	US	28117
Henry, Tennessee, US	US	32345
Hickman, Tennessee, US	US	25178
Houston, Tennessee, US	US	8201
Humphreys, Tennessee, US	US	18582
Jackson, Tennessee, US	US	11786
Jefferson, Tennessee, US	US	54495
Johnson, Tennessee, US	US	17788
Knox, Tennessee, US	US	470313
Lake, Tennessee, US	US	7016
Lauderdale, Tennessee, US	US	25633
Lawrence, Tennessee, US	US	44142
Lewis, Tennessee, US	US	12268
Lincoln, Tennessee, US	US	34366
Loudon, Tennessee, US	US	54068
McMinn, Tennessee, US	US	53794
McNairy, Tennessee, US	US	25694
Macon, Tennessee, US	US	24602
Madison, Tennessee, US	US	97984
Marion, Tennessee, US	US	28907
Marshall, Tennessee, US	US	34375
Maury, Tennessee, US	US	96387
Meigs, Tennessee, US	US	12422
Monroe, Tennessee, US	US	46545
Montgomery, Tennessee, US	US	208993
Moore, Tennessee, US	US	6488
Morgan, Tennessee, US	US	21403
Obion, Tennessee, US	US	30069
Overton, Tennessee, US	US	22241
Perry, Tennessee, US	US	8076
Pickett, Tennessee, US	US	5048
Polk, Tennessee, US	US	16832
Putnam, Tennessee, US	US	80245
Rhea, Tennessee, US	US	33167
Roane, Tennessee, US	US	53382
Robertson, Tennessee, US	US	71813
Rutherford, Tennessee, US	US	332285
Scott, Tennessee, US	US	22068
Sequatchie, Tennessee, US	US	15026
Sevier, Tennessee, US	US	98250
Shelby, Tennessee, US	US	937166
Smith, Tennessee, US	US	20157
Stewart, Tennessee, US	US	13715
Sullivan, Tennessee, US	US	158348
Sumner, Tennessee, US	US	191283
Tipton, Tennessee, US	US	61599
Trousdale, Tennessee, US	US	11284
Unicoi, Tennessee, US	US	17883
Union, Tennessee, US	US	19972
Van Buren, Tennessee, US	US	5872
Warren, Tennessee, US	US	41277
Washington, Tennessee, US	US	129375
Wayne, Tennessee, US	US	16673
Weakley, Tennessee, US	US	33328
White, Tennessee, US	US	27345
Williamson, Tennessee, US	US	238412
Wilson, Tennessee, US	US	144657
Anderson, Texas, US	US	57735
Andrews, Texas, US	US	18705
Angelina, Texas, US	US	86715
Aransas, Texas, US	US	23510
Archer, Texas, US	US	8553
Armstrong, Texas, US	US	1887
Atascosa, Texas, US	US	51153
Austin, Texas, US	US	30032
Bailey, Texas, US	US	7000
Bandera, Texas, US	US	23112
Bastrop, Texas, US	US	88723
Baylor, Texas, US	US	3509
Bee, Texas, US	US	32565
Bell, Texas, US	US	362924
Bexar, Texas, US	US	2003554
Blanco, Texas, US	US	11931
Borden, Texas, US	US	654
Bosque, Texas, US	US	18685
Bowie, Texas, US	US	93245
Brazoria, Texas, US	US	374264
Brazos, Texas, US	US	229211
Brewster, Texas, US	US	9203
Briscoe, Texas, US	US	1546
Brooks, Texas, US	US	7093
Brown, Texas, US	US	37864
Burleson, Texas, US	US	18443
Burnet, Texas, US	US	48155
Caldwell, Texas, US	US	43664
Calhoun, Texas, US	US	21290
Callahan, Texas, US	US	13943
Cameron, Texas, US	US	423163
Camp, Texas, US	US	13094
Carson, Texas, US	US	5926
Cass, Texas, US	US	30026
Castro, Texas, US	US	7530
Chambers, Texas, US	US	43837
Cherokee, Texas, US	US	52646
Childress, Texas, US	US	7306
Clay, Texas, US	US	10471
Cochran, Texas, US	US	2853
Coke, Texas, US	US	3387
Coleman, Texas, US	US	8175
Collin, Texas, US	US	1034730
Collingsworth, Texas, US	US	2920
Colorado, Texas, US	US	21493
Comal, Texas, US	US	156209
Comanche, Texas, US	US	13635
Concho, Texas, US	US	2726
Cooke, Texas, US	US	41257
Coryell, Texas, US	US	75951
Cottle, Texas, US	US	1398
Crane, Texas, US	US	4797
Crockett, Texas, US	US	3464
Crosby, Texas, US	US	5737
Culberson, Texas, US	US	2171
Dallam, Texas, US	US	7287
Dallas, Texas, US	US	2635516
Dawson, Texas, US	US	12728
Deaf Smith, Texas, US	US	18546
Delta, Texas, US	US	5331
Denton, Texas, US	US	887207
DeWitt, Texas, US	US	20160
Dickens, Texas, US	US	2211
Dimmit, Texas, US	US	10124
Donley, Texas, US	US	3278
Duval, Texas, US	US	11157
Eastland, Texas, US	US	18360
Ector, Texas, US	US	166223
Edwards, Texas, US	US	1932
Ellis, Texas, US	US	184826
El Paso, Texas, US	US	839238
Erath, Texas, US	US	42698
Falls, Texas, US	US	17297
Fannin, Texas, US	US	35514
Fayette, Texas, US	US	25346
Fisher, Texas, US	US	3830
Floyd, Texas, US	US	5712
Foard, Texas, US	US	1155
Fort Bend, Texas, US	US	811688
Franklin, Texas, US	US	10725
Freestone, Texas, US	US	19717
Frio, Texas, US	US	20306
Gaines, Texas, US	US	21492
Galveston, Texas, US	US	342139
Garza, Texas, US	US	6229
Gillespie, Texas, US	US	26988
Glasscock, Texas, US	US	1409
Goliad, Texas, US	US	7658
Gonzales, Texas, US	US	20837
Gray, Texas, US	US	21886
Grayson, Texas, US	US	136212
Gregg, Texas, US	US	123945
Grimes, Texas, US	US	28880
Guadalupe, Texas, US	US	166847
Hale, Texas, US	US	33406
Hall, Texas, US	US	2964
Hamilton, Texas, US	US	8461
Hansford, Texas, US	US	5399
Hardeman, Texas, US	US	3933
Hardin, Texas, US	US	57602
Harris, Texas, US	US	4713325
Harrison, Texas, US	US	66553
Hartley, Texas, US	US	5576
Haskell, Texas, US	US	5658
Hays, Texas, US	US	230191
Hemphill, Texas, US	US	3819
Henderson, Texas, US	US	82737
Hidalgo, Texas, US	US	868707
Hill, Texas, US	US	36649
Hockley, Texas, US	US	23021
Hood, Texas, US	US	61643
Hopkins, Texas, US	US	37084
Houston, Texas, US	US	22968
Howard, Texas, US	US	36664
Hudspeth, Texas, US	US	4886
Hunt, Texas, US	US	98594
Hutchinson, Texas, US	US	20938
Irion, Texas, US	US	1536
Jack, Texas, US	US	8935
Jackson, Texas, US	US	14760
Jasper, Texas, US	US	35529
Jeff Davis, Texas, US	US	2274
Jefferson, Texas, US	US	251565
Jim Hogg, Texas, US	US	5200
Jim Wells, Texas, US	US	40482
Johnson, Texas, US	US	175817
Jones, Texas, US	US	20083
Karnes, Texas, US	US	15601
Kaufman, Texas, US	US	136154
Kendall, Texas, US	US	47431
Kenedy, Texas, US	US	404
Kent, Texas, US	US	762
Kerr, Texas, US	US	52600
Kimble, Texas, US	US	4337
King, Texas, US	US	272
Kinney, Texas, US	US	3667
Kleberg, Texas, US	US	30680
Knox, Texas, US	US	3664
Lamar, Texas, US	US	49859
Lamb, Texas, US	US	12893
Lampasas, Texas, US	US	21428
La Salle, Texas, US	US	7520
Lavaca, Texas, US	US	20154
Lee, Texas, US	US	17239
Leon, Texas, US	US	17404
Liberty, Texas, US	US	88219
Limestone, Texas, US	US	23437
Lipscomb, Texas, US	US	3233
Live Oak, Texas, US	US	12207
Llano, Texas, US	US	21795
Loving, Texas, US	US	169
Lubbock, Texas, US	US	310569
Lynn, Texas, US	US	5951
McCulloch, Texas, US	US	7984
McLennan, Texas, US	US	256623
McMullen, Texas, US	US	743
Madison, Texas, US	US	14284
Marion, Texas, US	US	9854
Martin, Texas, US	US	5771
Mason, Texas, US	US	4274
Matagorda, Texas, US	US	36643
Maverick, Texas, US	US	58722
Medina, Texas, US	US	51584
Menard, Texas, US	US	2138
Midland, Texas, US	US	176832
Milam, Texas, US	US	24823
Mills, Texas, US	US	4873
Mitchell, Texas, US	US	8545
Montague, Texas, US	US	19818
Montgomery, Texas, US	US	607391
Moore, Texas, US	US	20940
Morris, Texas, US	US	12388
Motley, Texas, US	US	1200
Nacogdoches, Texas, US	US	65204
Navarro, Texas, US	US	50113
Newton, Texas, US	US	13595
Nolan, Texas, US	US	14714
Nueces, Texas, US	US	362294
Ochiltree, Texas, US	US	9836
Oldham, Texas, US	US	2112
Orange, Texas, US	US	83396
Palo Pinto, Texas, US	US	29189
Panola, Texas, US	US	23194
Parker, Texas, US	US	142878
Parmer, Texas, US	US	9605
Pecos, Texas, US	US	15823
Polk, Texas, US	US	51353
Potter, Texas, US	US	117415
Presidio, Texas, US	US	6704
Rains, Texas, US	US	12514
Randall, Texas, US	US	137713
Reagan, Texas, US	US	3849
Real, Texas, US	US	3452
Red River, Texas, US	US	12023
Reeves, Texas, US	US	15976
Refugio, Texas, US	US	6948
Roberts, Texas, US	US	854
Robertson, Texas, US	US	17074
Rockwall, Texas, US	US	104915
Runnels, Texas, US	US	10264
Rusk, Texas, US	US	54406
Sabine, Texas, US	US	10542
San Augustine, Texas, US	US	8237
San Jacinto, Texas, US	US	28859
San Patricio, Texas, US	US	66730
San Saba, Texas, US	US	6055
Schleicher, Texas, US	US	2793
Scurry, Texas, US	US	16703
Shackelford, Texas, US	US	3265
Shelby, Texas, US	US	25274
Sherman, Texas, US	US	3022
Smith, Texas, US	US	232751
Somervell, Texas, US	US	9128
Starr, Texas, US	US	64633
Stephens, Texas, US	US	9366
Sterling, Texas, US	US	1291
Stonewall, Texas, US	US	1350
Sutton, Texas, US	US	3776
Swisher, Texas, US	US	7397
Tarrant, Texas, US	US	2102515
Taylor, Texas, US	US	138034
Terrell, Texas, US	US	776
Terry, Texas, US	US	12337
Throckmorton, Texas, US	US	1501
Titus, Texas, US	US	32750
Tom Green, Texas, US	US	119200
Travis, Texas, US	US	1273954
Trinity, Texas, US	US	14651
Tyler, Texas, US	US	21672
Upshur, Texas, US	US	41753
Upton, Texas, US	US	3657
Uvalde, Texas, US	US	26741
Val Verde, Texas, US	US	49025
Van Zandt, Texas, US	US	56590
Victoria, Texas, US	US	92084
Walker, Texas, US	US	72971
Waller, Texas, US	US	55246
Ward, Texas, US	US	11998
Washington, Texas, US	US	35882
Webb, Texas, US	US	276652
Wharton, Texas, US	US	41556
Wheeler, Texas, US	US	5056
Wichita, Texas, US	US	132230
Wilbarger, Texas, US	US	12769
Willacy, Texas, US	US	21358
Williamson, Texas, US	US	590551
Wilson, Texas, US	US	51070
Winkler, Texas, US	US	8010
Wise, Texas, US	US	69984
Wood, Texas, US	US	45539
Yoakum, Texas, US	US	8713
Young, Texas, US	US	18010
Zapata, Texas, US	US	14179
Zavala, Texas, US	US	11840
Beaver, Utah, US	US	6710
Box Elder, Utah, US	US	56046
Cache, Utah, US	US	128289
Carbon, Utah, US	US	20463
Daggett, Utah, US	US	950
Davis, Utah, US	US	355481
Duchesne, Utah, US	US	19938
Emery, Utah, US	US	10012
Garfield, Utah, US	US	5051
Grand, Utah, US	US	9754
Iron, Utah, US	US	54839
Juab, Utah, US	US	12017
Kane, Utah, US	US	7886
Millard, Utah, US	US	13188
Morgan, Utah, US	US	12124
Piute, Utah, US	US	1479
Rich, Utah, US	US	2483
Salt Lake, Utah, US	US	1160437
San Juan, Utah, US	US	15308
Sanpete, Utah, US	US	30939
Sevier, Utah, US	US	21620
Summit, Utah, US	US	42145
Tooele, Utah, US	US	72259
Uintah, Utah, US	US	35734
Utah, Utah, US	US	636235
Wasatch, Utah, US	US	34091
Washington, Utah, US	US	177556
Wayne, Utah, US	US	2711
Weber, Utah, US	US	260213
Addison, Vermont, US	US	36777
Bennington, Vermont, US	US	35470
Caledonia, Vermont, US	US	29993
Chittenden, Vermont, US	US	163774
Essex, Vermont, US	US	6163
Franklin, Vermont, US	US	49402
Grand Isle, Vermont, US	US	7235
Lamoille, Vermont, US	US	25362
Orange, Vermont, US	US	28892
Orleans, Vermont, US	US	27037
Rutland, Vermont, US	US	58191
Washington, Vermont, US	US	58409
Windham, Vermont, US	US	42222
Windsor, Vermont, US	US	55062
Accomack, Virginia, US	US	32316
Albemarle, Virginia, US	US	109330
Alleghany, Virginia, US	US	14860
Amelia, Virginia, US	US	13145
Amherst, Virginia, US	US	31605
Appomattox, Virginia, US	US	15911
Arlington, Virginia, US	US	236842
Augusta, Virginia, US	US	75558
Bath, Virginia, US	US	4147
Bedford, Virginia, US	US	78997
Bland, Virginia, US	US	6280
Botetourt, Virginia, US	US	33419
Brunswick, Virginia, US	US	16231
Buchanan, Virginia, US	US	21004
Buckingham, Virginia, US	US	17148
Campbell, Virginia, US	US	54885
Caroline, Virginia, US	US	30725
Carroll, Virginia, US	US	29791
Charles City, Virginia, US	US	6963
Charlotte, Virginia, US	US	11880
Chesterfield, Virginia, US	US	352802
Clarke, Virginia, US	US	14619
Craig, Virginia, US	US	5131
Culpeper, Virginia, US	US	52605
Cumberland, Virginia, US	US	9932
Dickenson, Virginia, US	US	14318
Dinwiddie, Virginia, US	US	28544
Essex, Virginia, US	US	10953
Fairfax, Virginia, US	US	1147532
Fauquier, Virginia, US	US	71222
Floyd, Virginia, US	US	15749
Fluvanna, Virginia, US	US	27270
Franklin, Virginia, US	US	56042
Frederick, Virginia, US	US	89313
Giles, Virginia, US	US	16720
Gloucester, Virginia, US	US	37348
Goochland, Virginia, US	US	23753
Grayson, Virginia, US	US	15550
Greene, Virginia, US	US	19819
Greensville, Virginia, US	US	11336
Halifax, Virginia, US	US	33911
Hanover, Virginia, US	US	107766
Henrico, Virginia, US	US	330818
Henry, Virginia, US	US	50557
Highland, Virginia, US	US	2190
Isle of Wight, Virginia, US	US	37109
James City, Virginia, US	US	76523
King and Queen, Virginia, US	US	7025
King George, Virginia, US	US	26836
King William, Virginia, US	US	17148
Lancaster, Virginia, US	US	10603
Lee, Virginia, US	US	23423
Loudoun, Virginia, US	US	413538
Louisa, Virginia, US	US	37591
Lunenburg, Virginia, US	US	12196
Madison, Virginia, US	US	13261
Mathews, Virginia, US	US	8834
Mecklenburg, Virginia, US	US	30587
Middlesex, Virginia, US	US	10582
Montgomery, Virginia, US	US	98535
Nelson, Virginia, US	US	14930
New Kent, Virginia, US	US	23091
Northampton, Virginia, US	US	11710
Northumberland, Virginia, US	US	12095
Nottoway, Virginia, US	US	15232
Orange, Virginia, US	US	37051
Page, Virginia, US	US	23902
Patrick, Virginia, US	US	17608
Pittsylvania, Virginia, US	US	60354
Powhatan, Virginia, US	US	29652
Prince Edward, Virginia, US	US	22802
Prince George, Virginia, US	US	38353
Prince William, Virginia, US	US	470335
Pulaski, Virginia, US	US	34027
Rappahannock, Virginia, US	US	7370
Richmond, Virginia, US	US	9023
Roanoke, Virginia, US	US	94186
Rockbridge, Virginia, US	US	22573
Rockingham, Virginia, US	US	81948
Russell, Virginia, US	US	26586
Scott, Virginia, US	US	21566
Shenandoah, Virginia, US	US	43616
Smyth, Virginia, US	US	30104
Southampton, Virginia, US	US	17631
Spotsylvania, Virginia, US	US	136215
Stafford, Virginia, US	US	152882
Surry, Virginia, US	US	6422
Sussex, Virginia, US	US	11159
Tazewell, Virginia, US	US	40595
Warren, Virginia, US	US	40164
Washington, Virginia, US	US	53740
Westmoreland, Virginia, US	US	18015
Wise, Virginia, US	US	37383
